Review_ID,Left_Item_ID,Right_Item_ID,Verdict,Evidence_Tier,Evidence,Reviewed_At
V2P001,ITM-5299e7c10746fa62,ITM-c5d6e68764f9a13e,SAME_INCIDENT,MANUAL_MISSED_DUPLICATE_REVIEW,"WiziShop / DropIZI : même date, même victime et même fuite de factures décrite par Cyberattaque.org et FrenchBreaches.",2026-08-20
V2P012,ITM-464180dceec58b0f,ITM-a935e2896bf42300,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : BONJOURLAFUITE/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Steam | Steam",2026-08-20
V2P013,ITM-26ce968e349877e9,ITM-1c5366e5d595a5b8,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Amis de la Police : des adhérents exposés dans une fuite de données | Amicale Police et Patrimoine",2026-08-20
V2P014,ITM-1ee6f6cbcdcfbbb3,ITM-77d99da3eb7846e3,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Éducation nationale : 25 ans de données d’agents potentiellement exposées après une cyberattaque | Ministère de l'Éducation nationale",2026-08-20
V2P015,ITM-a583befb63a42cfd,ITM-1f052644476b0bdf,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Location-etudiant.fr piraté : 10 Go de données en fuite | Location-Etudiant",2026-08-20
V2P016,ITM-4168c464e94c7b7e,ITM-386bf2c572aa1262,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Terveo : les données clients et historiques de commandes exposés dans une cyberattaque | TERVEO",2026-08-20
V2P017,ITM-582eb78bcb240856,ITM-50808b81d1fe1645,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Hospices Civils de Lyon : une ancienne base de professionnels en fuite | Hospices Civils de Lyon",2026-08-20
V2P018,ITM-d48c60eacc212e96,ITM-6f803c07a32519a9,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Inserm : 189 997 profils de professionnels de santé dans une fuite massive | Institut national de la santé et de la recherche médicale (INSERM)",2026-08-20
V2P019,ITM-8734fecfbe81d332,ITM-9c8cd87affdadf8a,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: HeyPulse : la base client et le code source en fuite après une cyberattaque | HeyPulse",2026-08-20
V2P020,ITM-9282cff3bbf8b927,ITM-aa25adec433a94b1,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Ministère de l’Intérieur : 111 528 agents et gendarmes revendiqués dans une fuite massive de données | Ministère de l’intérieur (Agents du gouvernement)",2026-08-20
V2P021,ITM-9b0aa546dd04ae21,ITM-d250833332bab181,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Verspieren victime d’une cyberattaque : les données de sinistres Euromaster potentiellement exposées | Verspieren",2026-08-20
V2P022,ITM-f6f916078e291e8d,ITM-a935e2896bf42300,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Steam : noms, adresses et commandes de clients européens exposés après une cyberattaque | Steam",2026-08-20
V2P023,ITM-f796c1c162ca1ac0,ITM-f4aabe53126031a6,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Mutuelle Générale de Prévoyance : 133 018 IBAN et près de 200 000 identités dans une fuite massive | Mutuelle Générale de Prévoyance",2026-08-20
V2P024,ITM-005a36176dc24a3a,ITM-337671434c9f4562,SAME_INCIDENT,RANSOMWARE_EDITORIAL_CORROBORATION,"Revue V2 [RANSOMWARE_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/RANSOMWARE_LIVE, même identité organisationnelle, écart 0 jour(s). Titres: Gueguen Avocats : une fuite de données revendiquée avec des milliers de documents exposés | GUEGUEN Avocats revendiqué par qilin",2026-08-20
V2P025,ITM-1941a3ab487817da,ITM-2ba3e3c2f36fb9f7,SAME_INCIDENT,RANSOMWARE_EDITORIAL_CORROBORATION,"Revue V2 [RANSOMWARE_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/RANSOMWARE_LIVE, même identité organisationnelle, écart 0 jour(s). Titres: Groupe CRIT : les documents RH et des pièces d’identité d’une filiale tunisienne exposés | Groupe CRIT SA revendiqué par titan",2026-08-20
V2P026,ITM-b0891a9a217dbaa8,ITM-2c5f5d803c594745,SAME_INCIDENT,RANSOMWARE_EDITORIAL_CORROBORATION,"Revue V2 [RANSOMWARE_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/RANSOMWARE_LIVE, même identité organisationnelle, écart 0 jour(s). Titres: Sterimed : des fichiers internes publiés après une cyberattaque | STERIMED revendiqué par qilin",2026-08-20
V2P027,ITM-30b99ffa7476055b,ITM-c67b5d5ab01b9115,SAME_INCIDENT,RANSOMWARE_EDITORIAL_CORROBORATION,"Revue V2 [RANSOMWARE_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/RANSOMWARE_LIVE, même identité organisationnelle, écart 0 jour(s). Titres: Jone Précision menacé par un ransomware : 18 Go et plus de 12 500 fichiers revendiqués | Jone Précision revendiqué par qilin",2026-08-20
V2P028,ITM-c389af547863c329,ITM-2db30989bdd24f2f,SAME_INCIDENT,REGIONAL_EDITORIAL_CORROBORATION,"Revue V2 [REGIONAL_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/VEILLE_LLM, même identité organisationnelle, écart 0 jour(s). Titres: STOR Solutions : un hacker revendique l’accès à 120 000 onduleurs et aux systèmes du datacenter | STOR Solutions : Intrusion",2026-08-20
V2P029,ITM-1124113b8a57eb93,ITM-fbe345a97a247b1e,SAME_INCIDENT,CANONICAL_IDENTITY_CROSS_SOURCE,"Revue V2 [CANONICAL_IDENTITY_CROSS_SOURCE] : BONJOURLAFUITE/CYBERATTAQUE_ORG, même identité organisationnelle, écart 0 jour(s). Titres: Umanens | Umanens (Mutuelle Familiale) : les documents d’identité et RIB exposés après une cyberattaque",2026-08-20
V2P030,ITM-c9fed154f8e2461f,ITM-1e43c437c74b3c6c,SAME_INCIDENT,CANONICAL_IDENTITY_CROSS_SOURCE,"Revue V2 [CANONICAL_IDENTITY_CROSS_SOURCE] : BONJOURLAFUITE/CYBERATTAQUE_ORG, même identité organisationnelle, écart 0 jour(s). Titres: Vaucluse Provence Attractivité | Vaucluse Provence Attractivité : des clients ciblés après une cyberattaque",2026-08-20
V2P031,ITM-882ba308caf166f6,ITM-5195e435f4b81c8c,SAME_INCIDENT,CANONICAL_IDENTITY_CROSS_SOURCE,"Revue V2 [CANONICAL_IDENTITY_CROSS_SOURCE] : BONJOURLAFUITE/CYBERATTAQUE_ORG, même identité organisationnelle, écart 0 jour(s). Titres: Kiosque famille de la ville de Roubaix | Roubaix : le Kiosque famille suspendu après une fuite de données concernant des enfants scolarisés",2026-08-20
V2P032,ITM-731439817b4fe753,ITM-6261906376079f45,SAME_INCIDENT,CANONICAL_IDENTITY_CROSS_SOURCE,"Revue V2 [CANONICAL_IDENTITY_CROSS_SOURCE] : BONJOURLAFUITE/CYBERATTAQUE_ORG, même identité organisationnelle, écart 0 jour(s). Titres: Rituals | Rituals : les données personnelles des clients en fuite après une cyberattaque",2026-08-20
V2P033,ITM-ce24145b3039bbc0,ITM-82ce5dcedf7e0911,SAME_INCIDENT,CANONICAL_IDENTITY_CROSS_SOURCE,"Revue V2 [CANONICAL_IDENTITY_CROSS_SOURCE] : BONJOURLAFUITE/CYBERATTAQUE_ORG, même identité organisationnelle, écart 0 jour(s). Titres: KFC | KFC : fuite de données sur le programme fidélité Colonel Club",2026-08-20
V2P034,ITM-04d6fe7da62a4060,ITM-64485c5121289c6d,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Santé publique France : près de 80 000 personnes exposées après une faille | Santé publique France",2026-08-20
V2P035,ITM-40b394bef3a1fe44,ITM-0ca880336ac1979f,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Xplor Resamania : 5,27 millions de dossiers d’adhérents de salles de sport en fuite | Xplor Resamania",2026-08-20
V2P036,ITM-7902d7c7ba499791,ITM-148d65792859dc97,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Reserver.fr : 19 495 enregistrements diffusés gratuitement après une cyberattaque | Réserver",2026-08-20
V2P037,ITM-4bfa09a25398f690,ITM-174aa1135065caa2,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: I-CAD : une faille de sécurité sur le fichier national des chiens et chats | I-CAD",2026-08-20
V2P038,ITM-176d6d6164dfd493,ITM-89230a8f51b8c522,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: LaSante.net : noms, adresses et e-mails de clients consultés après une cyberattaque | LaSante.net",2026-08-20
V2P039,ITM-206f73f9e8b77bb9,ITM-486f08701ff57650,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Foodtrack : une cyberattaque expose les données de 1 197 utilisateurs | Foodtrack",2026-08-20
V2P040,ITM-26487d3b2a36a30b,ITM-ea71f8687a081d14,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Alaxione : 6,8 millions de patients et plus de 10 millions de rendez-vous revendiqués dans une fuite massive | Alaxione",2026-08-20
V2P041,ITM-fcbb2a30976447da,ITM-2e09c834c48baa53,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Orisha Insurance : un incident de sécurité frappe CIM, ses systèmes isolés en urgence | Orisha Insurance (CIM)",2026-08-20
V2P042,ITM-2e95686500507378,ITM-72b2101fc9791988,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Sport 2000 : ZeroBytes publie 17 851 réservations de son outil interne Pilot | Sport 2000",2026-08-20
V2P043,ITM-301e4ba5ce0f46c3,ITM-4b79645d80ad2ef9,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Lenormant : 20,6 Go de données et près de 39 000 fichiers internes diffusés après une cyberattaque | Groupe Lenormant (BlgCloud)",2026-08-20
V2P044,ITM-31a233dafb2b6617,ITM-637343689cfb8ae6,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Leroch Distribution : 3,3 Go de données publiées après le piratage de son compte BlgCloud | Leroch Distribution (BlgCloud)",2026-08-20
V2P045,ITM-e2e418cf3d473677,ITM-38c266a12eff1272,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Cyberattaque à Gagny : la Ville confirme un accès non autorisé à des données personnelles | Ville de Gagny",2026-08-20
V2P046,ITM-764290f2f70f1276,ITM-49b4bda3f6d704ea,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Groupe Cloué : 6,7 Go de données et plus de 9 000 fichiers publiés après une cyberattaque | Groupe Cloué (BlgCloud)",2026-08-20
V2P047,ITM-54413e569df7ef7b,ITM-6bfa36e2b7739b94,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Productly.app : 57 403 comptes exposés après une cyberattaque | Productly",2026-08-20
V2P048,ITM-6c40605f8540852c,ITM-993496f822d07abc,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: SamBoat : la plateforme de location de bateaux frappée par une cyberattaque majeure | SamBoat",2026-08-20
V2P049,ITM-b19f56f106f4d9d0,ITM-88543cf208949594,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Loutz : 3,4 Go de données, e-mails et documents internes diffusés après une cyberattaque | Loutz (BlgCloud)",2026-08-20
V2P050,ITM-bb13d17602511733,ITM-96728e715b7df298,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Mvision : plus de 2 100 dossiers RH revendiqués avec NIR, passeports et données de santé | MVision",2026-08-20
V2P051,ITM-97112c9335752862,ITM-e91d7514b51c0a60,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Kaffir.fr : les adresses des clients diffusées publiquement dans une fuite de données | Kaffir",2026-08-20
V2P052,ITM-f7bb81100fe07424,ITM-a10d191484db05d5,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Evy : 13 870 comptes et contrats d’assurance revendiqués dans une fuite | EVY",2026-08-20
V2P053,ITM-a9e391cbc4f07068,ITM-e83033755daac537,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Le Mans FC : une base de 2 481 enregistrements diffusée après une fuite de données | Le Mans FC",2026-08-20
V2P054,ITM-ba1f25b580e58fba,ITM-e7d566defaf80c2f,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 0 jour(s). Titres: Taveau : plus de 107 000 fichiers internes diffusés après une cyberattaque | Taveau (BlgCloud)",2026-08-20
V2P055,ITM-a80915894e379c2e,ITM-08ef3509bc450700,SAME_INCIDENT,RANSOMWARE_EDITORIAL_CORROBORATION,"Revue V2 [RANSOMWARE_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/RANSOMWARE_LIVE, même identité organisationnelle, écart 0 jour(s). Titres: Philippe Hottinguer Finance ciblé par le ransomware Qilin | Philippe Hottinguer Finance revendiqué par qilin",2026-08-20
V2P056,ITM-45b5bba10a7796b4,ITM-1d7c7ad9592b5ba2,SAME_INCIDENT,RANSOMWARE_EDITORIAL_CORROBORATION,"Revue V2 [RANSOMWARE_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/RANSOMWARE_LIVE, même identité organisationnelle, écart 0 jour(s). Titres: Notre-Dame du Grandchamp : des milliers d’élèves exposés après une cyberattaque | Notre Dame du Grandchamp revendiqué par nightspire",2026-08-20
V2P057,ITM-6e3243743693785c,ITM-22156441c933a214,SAME_INCIDENT,RANSOMWARE_EDITORIAL_CORROBORATION,"Revue V2 [RANSOMWARE_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/RANSOMWARE_LIVE, même identité organisationnelle, écart 0 jour(s). Titres: Somafix sous la menace d’un ransomware, 10 Go de données revendiqués | SOMAFIX revendiqué par gunra",2026-08-20
V2P058,ITM-bf749ed5ff0d8336,ITM-9cfb605da9a64bbe,SAME_INCIDENT,RANSOMWARE_EDITORIAL_CORROBORATION,"Revue V2 [RANSOMWARE_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/RANSOMWARE_LIVE, même identité organisationnelle, écart 0 jour(s). Titres: Serap : ransomware avec 50 Go de données menacés | Serap revendiqué par akira",2026-08-20
V2P059,ITM-baae2bcc12b6b999,ITM-a820a252aa5455d9,SAME_INCIDENT,RANSOMWARE_EDITORIAL_CORROBORATION,"Revue V2 [RANSOMWARE_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/RANSOMWARE_LIVE, même identité organisationnelle, écart 0 jour(s). Titres: Stade Français : les passeports et cartes d’identité de joueurs en fuite | Stade Francais revendiqué par qilin",2026-08-20
V2P060,ITM-4f1645b29b463600,ITM-bb0576894f6aa30f,SAME_INCIDENT,COMPANY_ID_CROSS_SOURCE,"Revue V2 [COMPANY_ID_CROSS_SOURCE] : BONJOURLAFUITE/CYBERATTAQUE_ORG, même identité organisationnelle, écart 1 jour(s). Titres: Moulin Roty | Moulin Roty : les données clients exposés après cyberattaque",2026-08-20
V2P061,ITM-79d6014bde53dcf9,ITM-ca067630b425e2dc,SAME_INCIDENT,COMPANY_ID_CROSS_SOURCE,"Revue V2 [COMPANY_ID_CROSS_SOURCE] : BONJOURLAFUITE/CYBERATTAQUE_ORG, même identité organisationnelle, écart 1 jour(s). Titres: Goodvest | Goodvest victime d’une cyberattaque : des données patrimoniales de clients exposées",2026-08-20
V2P062,ITM-0a082f20eda672d9,ITM-8ecc4929c8252388,SAME_INCIDENT,COMPANY_ID_CROSS_SOURCE,"Revue V2 [COMPANY_ID_CROSS_SOURCE] : CYBERATTAQUE_ORG/BONJOURLAFUITE, même identité organisationnelle, écart 1 jour(s). Titres: Gîtes de France : les réservations de 389 000 clients dans une fuite de données | Gîtes de France",2026-08-20
V2P063,ITM-b5326d76500a093f,ITM-9486678c6e4228f0,SAME_INCIDENT,COMPANY_ID_CROSS_SOURCE,"Revue V2 [COMPANY_ID_CROSS_SOURCE] : CYBERATTAQUE_ORG/BONJOURLAFUITE, même identité organisationnelle, écart 1 jour(s). Titres: Éducation nationale : 243 000 agents victimes d’un piratage massif | Éducation Nationale",2026-08-20
V2P064,ITM-4cc8816fbf2bf2c7,ITM-871ab665f5629d74,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 1 jour(s). Titres: Actis Location : factures, devis et RIB de clients exposés après une cyberattaque | Actis Location",2026-08-20
V2P065,ITM-ce51e4cd76737af7,ITM-b8f59e73458e855a,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 1 jour(s). Titres: Scalingo : les données de 90 000 personnes volées via une faille critique de Metabase | Scalingo",2026-08-20
V2P066,ITM-c3aec95bc556f24e,ITM-caeb675602bbf77f,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : CYBERATTAQUE_ORG/FRENCHBREACHES, même identité organisationnelle, écart 1 jour(s). Titres: ResaClick : les données personnelles de 10 263 utilisateurs diffusées en ligne | Resaclick",2026-08-20
V2P067,ITM-41b1800a129f39f5,ITM-16b6aa02661200f5,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : FRENCHBREACHES/BONJOURLAFUITE, même identité organisationnelle, écart 1 jour(s). Titres: Ministère de l'Éducation nationale | Éducation Nationale",2026-08-20
V2P068,ITM-d08086f886b642e8,ITM-4098b59c5c132913,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : FRENCHBREACHES/CYBERATTAQUE_ORG, même identité organisationnelle, écart 1 jour(s). Titres: Agence pour l’enseignement français à l’étranger (AEFE) | AEFE : plus de 30 000 entrées de l’annuaire interne et 135 e-mails revendiqués",2026-08-20
V2P069,ITM-41b1800a129f39f5,ITM-5a921aaebb3181e9,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : FRENCHBREACHES/CYBERATTAQUE_ORG, même identité organisationnelle, écart 1 jour(s). Titres: Ministère de l'Éducation nationale | Éducation nationale : ZeroBytes revendique le vol de 346 millions de lignes de données",2026-08-20
